name,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,T,measured,calculated,difference,references
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,1573,0.41,0.02,-0.39,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,977.4,9.16,9.17,0.01,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,982.9,8.94,9.03,0.09,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,992.7,8.66,8.77,0.11,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,886.5,13.7,13.68,-0.02,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,892.3,13.4,13.07,-0.33,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,899.2,12.99,12.47,-0.52,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,912.1,12.22,11.6,-0.62,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,913.6,12.16,11.51,-0.65,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,918.7,11.83,11.24,-0.59,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,924.2,11.56,10.97,-0.59,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,929.2,11.26,10.75,-0.51,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,934.1,11.04,10.55,-0.49,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,940.9,10.75,10.3,-0.45,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,944.7,10.51,10.16,-0.35,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,952.8,10.17,9.89,-0.28,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,958.2,9.93,9.72,-0.21,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,959.5,9.88,9.68,-0.2,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,966.4,9.57,9.48,-0.09,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.02,972,9.35,9.32,-0.03,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.68,845.8,12.2,11.9,-0.3,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.68,851.1,11.95,11.58,-0.37,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.68,856,11.64,11.31,-0.33,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.68,867.1,11.13,10.76,-0.37,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.68,872.1,10.91,10.53,-0.38,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.68,877.3,10.66,10.32,-0.34,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,0.68,887.8,10.25,9.91,-0.34,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,819.3,12.15,12.3,0.15,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,826.9,11.76,11.82,0.06,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,834.2,11.35,11.41,0.06,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,840.9,11.08,11.06,-0.02,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,845.6,10.84,10.84,0,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,851.6,10.55,10.57,0.02,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,856.3,10.35,10.37,0.02,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1,861.5,10.13,10.16,0.03,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,800,12.38,12.59,0.21,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,803.2,12.07,12.37,0.3,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,809.5,11.88,11.98,0.1,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,814.1,11.59,11.71,0.12,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,820.6,11.36,11.36,0,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,825.3,11.11,11.12,0.01,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,830.5,10.86,10.88,0.02,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,835.9,10.6,10.63,0.03,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,841,10.39,10.42,0.03,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.26,845.7,10.18,10.23,0.05,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.35,794.5,12.33,12.62,0.29,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.35,805.1,11.92,11.95,0.03,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.35,820.4,11.02,11.14,0.12,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.35,828.4,10.76,10.76,0,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.35,836.2,10.34,10.43,0.09,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.88,761.7,12.3,12.97,0.67,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.88,802.3,10.72,10.83,0.11,1
Bn3,43.57,2.97,10.18,0,0,9.17,26.07,7.59,0.96,0,1.96,779.4,11.57,11.75,0.18,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1413.9,1.96,2.94,0.98,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1463.5,1.65,2.39,0.74,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1497.5,1.45,2.03,0.58,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1513.2,1.38,1.87,0.49,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1565,1.13,1.36,0.23,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1614.4,0.91,0.91,0,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1666.2,0.7,0.47,-0.23,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1718.6,0.5,0.04,-0.46,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,976.3,9.93,10.52,0.59,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,983.1,9.71,10.32,0.61,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,986.7,9.57,10.21,0.64,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,992.1,9.3,10.06,0.76,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,997.2,9.18,9.93,0.75,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,1008.1,8.73,9.64,0.91,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,918,12.85,12.94,0.09,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,930.7,12.05,12.25,0.2,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,934.1,11.86,12.09,0.23,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,946.4,11.32,11.56,0.24,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,956.7,10.75,11.17,0.42,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,960.6,10.61,11.03,0.42,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,967.3,10.38,10.8,0.42,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.02,971.2,10.21,10.68,0.47,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.12,905,12.7,12.72,0.02,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.12,915.6,12.01,12.18,0.17,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.12,926.5,11.77,11.69,-0.08,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.12,937.4,11.2,11.26,0.06,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.12,947.8,10.67,10.9,0.23,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.12,958.9,10.23,10.54,0.31,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.12,968.4,9.87,10.25,0.38,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.52,868.4,12.49,12.38,-0.11,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.52,878.5,11.97,11.93,-0.04,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.52,889.8,11.57,11.48,-0.09,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.52,899,10.99,11.14,0.15,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.88,834.2,12.38,12.58,0.2,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.88,844,11.78,12.16,0.38,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.88,855.5,11.58,11.71,0.13,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.88,866.5,11.21,11.3,0.09,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.88,876.1,10.77,10.97,0.2,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,830.4,12.39,12.62,0.23,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,841.6,12.15,12.14,-0.01,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,851.8,11.63,11.74,0.11,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,862.1,11.43,11.36,-0.07,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,869.5,10.49,11.1,0.61,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,882.8,10.41,10.65,0.24,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,893.5,9.95,10.32,0.37,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,0.92,918,8.92,9.61,0.69,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,1.36,822,12.51,11.79,-0.72,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,1.36,832,11.89,11.44,-0.45,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,1.36,836.6,11.41,11.28,-0.13,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,1.36,847.5,11.12,10.91,-0.21,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,1.6,825.5,11.31,11.21,-0.1,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,1.6,816,12.13,11.53,-0.6,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,1.6,847,10.91,10.52,-0.39,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,2.27,818,10.79,10.46,-0.33,1
Te2,50.56,2.35,14.03,0,0,8.79,15,7.04,3.01,0,2.27,782.7,12.6,11.58,-1.02,1
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1815.5,1.92,1.5,-0.42,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1766,2.12,1.76,-0.36,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1721.9,2.33,2.01,-0.32,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1669.4,2.57,2.33,-0.24,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1617.4,2.86,2.66,-0.2,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,973.3,10.39,10.04,-0.35,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,990,9.97,9.7,-0.27,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1005.1,9.62,9.4,-0.22,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1015.2,9.38,9.21,-0.17,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1026.8,9.15,9,-0.15,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1034.8,8.97,8.86,-0.11,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,1046.4,8.66,8.66,0,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,889.2,13.12,12.06,-1.06,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,898.2,12.71,11.81,-0.9,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,911,12.25,11.48,-0.77,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,920,11.96,11.25,-0.71,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,932.2,11.55,10.95,-0.6,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,941.5,11.29,10.74,-0.55,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,952.3,10.94,10.49,-0.45,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,0.02,962.5,10.67,10.27,-0.4,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.46,730.8,12.02,11.47,-0.55,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.46,740.6,11.54,11.21,-0.33,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.46,750.1,11.21,10.96,-0.25,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.46,761.7,10.91,10.67,-0.24,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.46,782.3,10.31,10.17,-0.14,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.52,730.3,12.03,11.39,-0.64,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.52,741,11.79,11.1,-0.69,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.52,761.7,10.92,10.57,-0.35,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,1.52,780.9,10.4,10.11,-0.29,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,676.4,12.34,12.01,-0.33,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,683.5,11.97,11.79,-0.18,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,691.4,11.67,11.55,-0.12,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,702.6,11.39,11.23,-0.16,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,717.6,10.89,10.81,-0.08,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,727.9,10.53,10.53,0,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,738.1,10.22,10.27,0.05,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.15,747.9,10.05,10.03,-0.02,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.83,654.1,12.14,11.83,-0.31,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.83,664,11.76,11.52,-0.24,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.83,675.1,11.37,11.18,-0.19,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.83,685.9,10.9,10.86,-0.04,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.83,704.3,10.35,10.35,0,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,2.83,716.4,9.96,10.03,0.07,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,4.72,587,12.37,12.21,-0.16,2
Ph4,58.82,0.79,19.42,0,0,1.87,2.35,9.31,7.44,0,4.72,601.3,11.77,11.68,-0.09,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1827.7,1.86,1.42,-0.44,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1776.5,2.09,1.73,-0.36,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1725.8,2.32,2.05,-0.27,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1677.8,2.56,2.38,-0.18,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1628.5,2.83,2.73,-0.1,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1578,3.12,3.12,0,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1531.7,3.41,3.5,0.09,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,973.3,11.96,12.43,0.47,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,981.8,11.67,12.12,0.45,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,994.2,11.23,11.7,0.47,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,998.4,11.14,11.56,0.42,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,999.2,11.09,11.53,0.44,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1014.6,10.59,11.06,0.47,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1036.1,10.04,10.46,0.42,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1045,9.82,10.23,0.41,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1057.2,9.53,9.93,0.4,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1065.8,9.34,9.73,0.39,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1082.6,8.99,9.35,0.36,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1092,8.81,9.15,0.34,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1103.1,8.58,8.92,0.34,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1113.7,8.37,8.71,0.34,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1928.7,1.46,0.86,-0.6,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,1879.6,1.64,1.13,-0.51,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.02,951.1,12.77,13.31,0.54,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,879.2,12.16,11.75,-0.41,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,889.5,11.78,11.5,-0.28,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,909.9,11.14,11.02,-0.12,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,930.9,10.5,10.54,0.04,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,942.2,10.24,10.29,0.05,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,957.9,9.85,9.95,0.1,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,965.9,9.6,9.78,0.18,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,979.3,9.31,9.51,0.2,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.57,989.3,9.08,9.3,0.22,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,832.4,12.2,12.02,-0.18,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,836.2,12.08,11.93,-0.15,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,837.1,11.99,11.91,-0.08,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,842.6,11.83,11.78,-0.05,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,847.2,11.73,11.67,-0.06,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,858.2,11.42,11.41,-0.01,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,869.8,11.04,11.15,0.11,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,879.3,10.8,10.93,0.13,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,0.83,889.9,10.49,10.7,0.21,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,794.4,12.21,12.09,-0.12,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,799.8,12.01,11.95,-0.06,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,804.8,11.86,11.83,-0.03,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,812.1,11.66,11.65,-0.01,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,820.7,11.37,11.44,0.07,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,828.6,11.15,11.26,0.11,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,839.3,10.9,11.01,0.11,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,846.6,10.66,10.84,0.18,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,1.19,854.8,10.42,10.66,0.24,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,725.4,12.31,12.38,0.07,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,736,11.93,12.07,0.14,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,743.6,11.57,11.85,0.28,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,749.1,11.45,11.7,0.25,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,757.8,11.19,11.46,0.27,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,769,10.86,11.16,0.3,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,780.6,10.57,10.86,0.29,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,791.2,10.25,10.6,0.35,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.19,802.2,10.01,10.33,0.32,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.9,692.2,12.23,12.54,0.31,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.9,703.3,11.89,12.18,0.29,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.9,713,11.48,11.89,0.41,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,2.9,722.9,11.21,11.59,0.38,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,4.92,621.1,12.3,13,0.7,2
Tr6,64.45,0.5,16.71,0,0,2.92,5.36,6.7,3.37,0,4.92,630.8,11.89,12.64,0.75,2
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1453.15,6.79,7.36,0.57,3
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1154.85,11.02,11.17,0.15,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1178.15,10.63,10.8,0.17,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1198.85,10.28,10.48,0.2,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1211.95,10.16,10.29,0.13,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1670.15,4.9,5.48,0.58,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1719.15,4.53,5.12,0.59,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1768.15,4.15,4.78,0.63,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1817.15,3.81,4.46,0.65,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1867.15,3.58,4.16,0.58,4
H3,78.6,0,12.5,0,0,0,0,4.6,4.2,0,0.02,1916.15,3.24,3.87,0.63,4
H5,74.1,0,11.7,0,0,0,0,9,4.4,0,0.02,947.65,9.74,10.07,0.33,4
